_time,host,source,sourcetype,index,_bkt,_cd,_indextime,_raw,_serial,_si,_sourcetype,_subsecond,linecount,splunk_server
2025-09-19T06:56:07.064+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99704,1758264967,"Audit:[timestamp=09-19-2025 06:56:07.064, user=n/a, action=update,path=""/opt/splunk/etc/users"", isdir=1, size=4096, gid=41812, uid=41812, modtime=""Fri Sep 19 06:47:21 2025"", mode=""rwxr-xr-x"", hash=, chgs=""modtime ""]",142,7690760a2162; _audit,audittrail,.064977,1,7690760a2162
2025-09-19T06:56:07.055+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99696,1758264967,"Audit:[timestamp=09-19-2025 06:56:07.055, user=n/a, action=update,path=""/opt/splunk/etc/login-info.cfg"", isdir=0, size=145, gid=41812, uid=41812, modtime=""Fri Sep 19 06:55:38 2025"", mode=""rw-------"", hash=, chgs=""modtime ""]",143,7690760a2162; _audit,audittrail,.055133,1,7690760a2162
2025-09-19T06:55:38.833+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99688,1758264938,"Audit:[timestamp=09-19-2025 06:55:38.833, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",144,7690760a2162; _audit,audittrail,.833299,1,7690760a2162
2025-09-19T06:55:08.767+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99680,1758264908,"Audit:[timestamp=09-19-2025 06:55:08.767, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",145,7690760a2162; _audit,audittrail,.767121,1,7690760a2162
2025-09-19T06:54:38.681+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99672,1758264878,"Audit:[timestamp=09-19-2025 06:54:38.681, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",146,7690760a2162; _audit,audittrail,.681221,1,7690760a2162
2025-09-19T06:54:08.605+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99664,1758264848,"Audit:[timestamp=09-19-2025 06:54:08.605, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",147,7690760a2162; _audit,audittrail,.605235,1,7690760a2162
2025-09-19T06:53:38.518+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99656,1758264818,"Audit:[timestamp=09-19-2025 06:53:38.518, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",148,7690760a2162; _audit,audittrail,.518859,1,7690760a2162
2025-09-19T06:53:08.435+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99648,1758264788,"Audit:[timestamp=09-19-2025 06:53:08.435, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",149,7690760a2162; _audit,audittrail,.435545,1,7690760a2162
2025-09-19T06:52:38.349+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99640,1758264758,"Audit:[timestamp=09-19-2025 06:52:38.349, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",150,7690760a2162; _audit,audittrail,.349949,1,7690760a2162
2025-09-19T06:52:08.253+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99632,1758264728,"Audit:[timestamp=09-19-2025 06:52:08.253, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",151,7690760a2162; _audit,audittrail,.253563,1,7690760a2162
2025-09-19T06:51:38.174+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99624,1758264698,"Audit:[timestamp=09-19-2025 06:51:38.174, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",152,7690760a2162; _audit,audittrail,.174883,1,7690760a2162
2025-09-19T06:51:08.115+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99616,1758264668,"Audit:[timestamp=09-19-2025 06:51:08.115, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",153,7690760a2162; _audit,audittrail,.115726,1,7690760a2162
2025-09-19T06:50:38.041+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99608,1758264638,"Audit:[timestamp=09-19-2025 06:50:38.041, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",154,7690760a2162; _audit,audittrail,.041294,1,7690760a2162
2025-09-19T06:50:07.969+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99600,1758264607,"Audit:[timestamp=09-19-2025 06:50:07.969, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",155,7690760a2162; _audit,audittrail,.969008,1,7690760a2162
2025-09-19T06:49:37.903+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99592,1758264577,"Audit:[timestamp=09-19-2025 06:49:37.903, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",156,7690760a2162; _audit,audittrail,.903250,1,7690760a2162
2025-09-19T06:49:07.838+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99584,1758264547,"Audit:[timestamp=09-19-2025 06:49:07.838, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",157,7690760a2162; _audit,audittrail,.838433,1,7690760a2162
2025-09-19T06:48:37.760+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99576,1758264517,"Audit:[timestamp=09-19-2025 06:48:37.760, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",158,7690760a2162; _audit,audittrail,.760640,1,7690760a2162
2025-09-19T06:48:30.839+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99522,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.839, user=admin, action=search, info=completed, search_id='1758264506.15', has_error_warn=false, fully_completed_search=true, total_run_time=0.06, event_count=0, result_count=0, available_count=0, scan_count=0, drop_count=0, exec_time=1758264506, api_et=1758260906.000000000, api_lt=1758264506.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260906.000000000, search_lt=1758264506.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""9"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=73728, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_55aed12a5a8c5704"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=0, eliminated_buckets=0, considered_events=0, total_slices=0, decompressed_slices=0, duration.command.search.index=0, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=0, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, roles='admin+power+user', search='search index=splunklogger', is_federated_search=0, is_fsh_remote_search=0]",159,7690760a2162; _audit,audittrail,.839484,1,7690760a2162
2025-09-19T06:48:30.838+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99422,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.838, user=admin, action=search, info=completed, search_id='1758264486.7', has_error_warn=false, fully_completed_search=true, total_run_time=0.17, event_count=15007, result_count=15007, available_count=15007, scan_count=15007, drop_count=0, exec_time=1758264486, api_et=1758260886.000000000, api_lt=1758264486.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260886.000000000, search_lt=1758264486.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""11"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=737280, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_3774085698acfc19"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=1, eliminated_buckets=0, considered_events=15007, total_slices=31, decompressed_slices=38, duration.command.search.index=4, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=17, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, sourcetype_count__first_install-too_small=4, sourcetype_count__language-server-too_small=155, sourcetype_count__mongod=908, sourcetype_count__postgres=20, sourcetype_count__scheduler=13, sourcetype_count__secure_gateway_app_internal_log=5, sourcetype_count__spl2-orchestrator-too_small=10, sourcetype_count__splunk_archiver-too_small=1, sourcetype_count__splunk_python=235, sourcetype_count__splunk_search_messages=1, sourcetype_count__splunk_shc_upgrade_completion_script=3, sourcetype_count__splunk_version=1, sourcetype_count__splunk_web_access=10, sourcetype_count__splunk_web_service=241, sourcetype_count__splunkd=10405, sourcetype_count__splunkd_access=787, sourcetype_count__splunkd_conf=1, sourcetype_count__splunkd_stderr=1, sourcetype_count__splunkd_ui_access=11, sourcetype_count__sup-pkg-agent-manager-stdout-too_small=29, sourcetype_count__sup-pkg-cmp-orchestrator-stdout-too_small=79, sourcetype_count__sup-pkg-cmp-orchestrator-too_small=7, sourcetype_count__sup-pkg-edge-processor-config-stdout-too_small=20, sourcetype_count__sup-pkg-identity-stdout-too_small=79, sourcetype_count__sup-pkg-ipc_broker-stdout-too_small=571, sourcetype_count__sup-pkg-opamp-svc-stdout-too_small=40, sourcetype_count__sup-pkg-postgres-stdout-too_small=768, sourcetype_count__sup-pkg-postgres-too_small=15, sourcetype_count__sup-pkg-spotlight-collector-stdout-too_small=5, sourcetype_count__sup-pkg-spotlight-collector-too_small=18, sourcetype_count__supervisor-too_small=564, roles='admin+power+user', search='search index=_internal', is_federated_search=0, is_fsh_remote_search=0]",160,7690760a2162; _audit,audittrail,.838517,1,7690760a2162
2025-09-19T06:48:30.837+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99367,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.837, user=admin, action=search, info=completed, search_id='1758264483.6', has_error_warn=false, fully_completed_search=true, total_run_time=0.16, event_count=10548, result_count=10548, available_count=10548, scan_count=10548, drop_count=0, exec_time=1758264483, api_et=1758260883.000000000, api_lt=1758264483.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260883.000000000, search_lt=1758264483.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""10"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=630784, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_8473009b38de1652"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=1, eliminated_buckets=0, considered_events=10548, total_slices=24, decompressed_slices=28, duration.command.search.index=4, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=13, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, sourcetype_count__audittrail=10548, roles='admin+power+user', search='search index=_audit', is_federated_search=0, is_fsh_remote_search=0]",161,7690760a2162; _audit,audittrail,.837438,1,7690760a2162
2025-09-19T06:48:30.836+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99314,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.836, user=admin, action=search, info=completed, search_id='1758264502.12', has_error_warn=false, fully_completed_search=true, total_run_time=0.06, event_count=0, result_count=0, available_count=0, scan_count=0, drop_count=0, exec_time=1758264502, api_et=1758260902.000000000, api_lt=1758264502.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260902.000000000, search_lt=1758264502.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""10"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=73728, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_1fc4212d4cd88e3a"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=0, eliminated_buckets=0, considered_events=0, total_slices=0, decompressed_slices=0, duration.command.search.index=0, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=0, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, roles='admin+power+user', search='search index=_dsclient', is_federated_search=0, is_fsh_remote_search=0]",162,7690760a2162; _audit,audittrail,.836292,1,7690760a2162
2025-09-19T06:48:30.835+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99261,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.835, user=admin, action=search, info=completed, search_id='1758264490.9', has_error_warn=false, fully_completed_search=true, total_run_time=0.06, event_count=0, result_count=0, available_count=0, scan_count=0, drop_count=0, exec_time=1758264490, api_et=1758260890.000000000, api_lt=1758264490.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260890.000000000, search_lt=1758264490.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""10"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=73728, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_32c0d4f22a96501c"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=0, eliminated_buckets=0, considered_events=0, total_slices=0, decompressed_slices=0, duration.command.search.index=0, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=0, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, roles='admin+power+user', search='search index=main', is_federated_search=0, is_fsh_remote_search=0]",163,7690760a2162; _audit,audittrail,.835269,1,7690760a2162
2025-09-19T06:48:30.834+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99208,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.834, user=admin, action=search, info=completed, search_id='1758264505.14', has_error_warn=false, fully_completed_search=true, total_run_time=0.07, event_count=0, result_count=0, available_count=0, scan_count=0, drop_count=0, exec_time=1758264505, api_et=1758260905.000000000, api_lt=1758264505.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260905.000000000, search_lt=1758264505.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""10"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=77824, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_9053bbe94b685beb"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=0, eliminated_buckets=0, considered_events=0, total_slices=0, decompressed_slices=0, duration.command.search.index=0, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=0, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, roles='admin+power+user', search='search index=history', is_federated_search=0, is_fsh_remote_search=0]",164,7690760a2162; _audit,audittrail,.834196,1,7690760a2162
2025-09-19T06:48:30.833+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99146,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.833, user=admin, action=search, info=completed, search_id='1758264488.8', has_error_warn=false, fully_completed_search=true, total_run_time=0.35, event_count=7266, result_count=7266, available_count=7266, scan_count=7266, drop_count=0, exec_time=1758264488, api_et=1758260888.000000000, api_lt=1758264488.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260888.000000000, search_lt=1758264488.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""11"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=774144, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_639d6b5550e3fb65"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=1, eliminated_buckets=0, considered_events=7266, total_slices=139, decompressed_slices=140, duration.command.search.index=3, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=137, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, sourcetype_count__http_event_collector_metrics=38, sourcetype_count__kvstore=307, sourcetype_count__search_telemetry=9, sourcetype_count__splunk_disk_objects=76, sourcetype_count__splunk_resource_usage=6834, sourcetype_count__splunk_telemetry=2, roles='admin+power+user', search='search index=_introspection', is_federated_search=0, is_fsh_remote_search=0]",165,7690760a2162; _audit,audittrail,.833249,1,7690760a2162
2025-09-19T06:48:30.832+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99093,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.832, user=admin, action=search, info=completed, search_id='1758264500.11', has_error_warn=false, fully_completed_search=true, total_run_time=0.06, event_count=0, result_count=0, available_count=0, scan_count=0, drop_count=0, exec_time=1758264500, api_et=1758260900.000000000, api_lt=1758264500.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260900.000000000, search_lt=1758264500.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""10"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=77824, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_5f60a6242b054bf6"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=0, eliminated_buckets=0, considered_events=0, total_slices=0, decompressed_slices=0, duration.command.search.index=0, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=0, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, roles='admin+power+user', search='search index=_dsappevent', is_federated_search=0, is_fsh_remote_search=0]",166,7690760a2162; _audit,audittrail,.832234,1,7690760a2162
2025-09-19T06:48:30.831+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:99040,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.831, user=admin, action=search, info=completed, search_id='1758264503.13', has_error_warn=false, fully_completed_search=true, total_run_time=0.06, event_count=0, result_count=0, available_count=0, scan_count=0, drop_count=0, exec_time=1758264503, api_et=1758260903.000000000, api_lt=1758264503.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260903.000000000, search_lt=1758264503.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""10"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=77824, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_d0bd88eb9edd7d75"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=0, eliminated_buckets=0, considered_events=0, total_slices=0, decompressed_slices=0, duration.command.search.index=0, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=0, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, roles='admin+power+user', search='search index=_thefishbucket', is_federated_search=0, is_fsh_remote_search=0]",167,7690760a2162; _audit,audittrail,.831118,1,7690760a2162
2025-09-19T06:48:30.821+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:98985,1758264510,"Audit:[timestamp=09-19-2025 06:48:30.821, user=admin, action=search, info=completed, search_id='1758264492.10', has_error_warn=false, fully_completed_search=true, total_run_time=0.14, event_count=255, result_count=255, available_count=255, scan_count=255, drop_count=0, exec_time=1758264492, api_et=1758260892.000000000, api_lt=1758264492.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=1758260892.000000000, search_lt=1758264492.000000000, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""9"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=987136, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_search_admin_4aa0c4004931a718"", app=""search"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=1, eliminated_buckets=0, considered_events=255, total_slices=13, decompressed_slices=13, duration.command.search.index=0, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=9, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, sourcetype_count__splunk_configuration_change=255, roles='admin+power+user', search='search index=_configtracker', is_federated_search=0, is_fsh_remote_search=0]",168,7690760a2162; _audit,audittrail,.821404,1,7690760a2162
2025-09-19T06:48:26.675+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:98980,1758264506,"Audit:[timestamp=09-19-2025 06:48:26.675, user=admin, action=search, info=granted REST: /search/jobs/1758264506.15/results, cap=1]",169,7690760a2162; _audit,audittrail,.675363,1,7690760a2162
2025-09-19T06:48:26.545+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:98975,1758264506,"Audit:[timestamp=09-19-2025 06:48:26.545, user=admin, action=quota, info=granted, search_id=1758264506.15, elapsed_ms=1, cache_size=11]",170,7690760a2162; _audit,audittrail,.545204,1,7690760a2162
