_time,host,source,sourcetype,index,_bkt,_cd,_indextime,_raw,_serial,_si,_sourcetype,_subsecond,linecount,splunk_server
2025-09-19T07:22:15.829+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101181,1758266535,"Audit:[timestamp=09-19-2025 07:22:15.829, user=admin, action=search, info=granted REST: /search/jobs/1758266535.23/results, cap=1]",0,7690760a2162; _audit,audittrail,.829781,1,7690760a2162
2025-09-19T07:22:15.555+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101176,1758266535,"Audit:[timestamp=09-19-2025 07:22:15.555, user=admin, action=quota, info=granted, search_id=1758266535.23, elapsed_ms=1, cache_size=2]",1,7690760a2162; _audit,audittrail,.555768,1,7690760a2162
2025-09-19T07:22:15.555+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101159,1758266535,"Audit:[timestamp=09-19-2025 07:22:15.555, user=admin, action=search, info=granted , search_id='1758266535.23', search='search index=_audit', autojoin='0', buckets=0, ttl=600, max_count=500000, maxtime=8640000, enable_lookups='1', extra_fields='', apiStartTime='Thu Sep 18 07:22:15 2025', apiEndTime='Fri Sep 19 07:22:15 2025', apiIndexStartTime='ZERO_TIME', apiIndexEndTime='ZERO_TIME', savedsearch_name="""", search_type=ad-hoc, is_proxied=false, app=""search"", provenance=""N/A"", mode=""historical"", cap=1]",2,7690760a2162; _audit,audittrail,.555460,1,7690760a2162
2025-09-19T07:22:15.553+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101155,1758266535,"Audit:[timestamp=09-19-2025 07:22:15.553, user=admin, action=search, info=granted REST: /search/jobs/, cap=1]",3,7690760a2162; _audit,audittrail,.553849,1,7690760a2162
2025-09-19T07:22:15.484+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101147,1758266535,"Audit:[timestamp=09-19-2025 07:22:15.484, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""splunk-sdk-python/2.1.1"" clientip=172.19.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",4,7690760a2162; _audit,audittrail,.484795,1,7690760a2162
2025-09-19T07:22:12.877+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101139,1758266532,"Audit:[timestamp=09-19-2025 07:22:12.877, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",5,7690760a2162; _audit,audittrail,.877317,1,7690760a2162
2025-09-19T07:21:42.794+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101131,1758266502,"Audit:[timestamp=09-19-2025 07:21:42.794, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",6,7690760a2162; _audit,audittrail,.794166,1,7690760a2162
2025-09-19T07:21:12.725+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101123,1758266472,"Audit:[timestamp=09-19-2025 07:21:12.725, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",7,7690760a2162; _audit,audittrail,.725850,1,7690760a2162
2025-09-19T07:20:42.651+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101115,1758266442,"Audit:[timestamp=09-19-2025 07:20:42.651, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",8,7690760a2162; _audit,audittrail,.651313,1,7690760a2162
2025-09-19T07:20:12.579+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101107,1758266412,"Audit:[timestamp=09-19-2025 07:20:12.579, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",9,7690760a2162; _audit,audittrail,.579887,1,7690760a2162
2025-09-19T07:19:42.509+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101099,1758266382,"Audit:[timestamp=09-19-2025 07:19:42.509, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",10,7690760a2162; _audit,audittrail,.509685,1,7690760a2162
2025-09-19T07:19:30.762+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101093,1758266370,"Audit:[timestamp=09-19-2025 07:19:30.762, user=splunk-system-user, action=artifact_deleted, sid='1758265761.19', shc_managed=0, elapsed_ms=1, notify_captain=0]",11,7690760a2162; _audit,audittrail,.762038,1,7690760a2162
2025-09-19T07:19:19.707+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101084,1758266359,"Audit:[timestamp=09-19-2025 07:19:19.707, user=n/a, action=update,path=""/opt/splunk/etc/users/admin/search/history/7690760a2162.csv"", isdir=0, size=4017, gid=41812, uid=41812, modtime=""Fri Sep 19 07:09:30 2025"", mode=""rw-------"", hash=, chgs=""modtime ""]",12,7690760a2162; _audit,audittrail,.707546,1,7690760a2162
2025-09-19T07:19:19.693+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101076,1758266359,"Audit:[timestamp=09-19-2025 07:19:19.693, user=n/a, action=update,path=""/opt/splunk/etc/users/admin/search/history"", isdir=1, size=4096, gid=41812, uid=41812, modtime=""Fri Sep 19 07:09:30 2025"", mode=""rwx------"", hash=, chgs=""modtime ""]",13,7690760a2162; _audit,audittrail,.693841,1,7690760a2162
2025-09-19T07:19:19.070+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101068,1758266359,"Audit:[timestamp=09-19-2025 07:19:19.070, user=n/a, action=update,path=""/opt/splunk/etc/login-info.cfg"", isdir=0, size=145, gid=41812, uid=41812, modtime=""Fri Sep 19 07:19:12 2025"", mode=""rw-------"", hash=, chgs=""modtime ""]",14,7690760a2162; _audit,audittrail,.070437,1,7690760a2162
2025-09-19T07:19:12.438+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101060,1758266352,"Audit:[timestamp=09-19-2025 07:19:12.438, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",15,7690760a2162; _audit,audittrail,.438039,1,7690760a2162
2025-09-19T07:18:42.355+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101052,1758266322,"Audit:[timestamp=09-19-2025 07:18:42.355, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",16,7690760a2162; _audit,audittrail,.355588,1,7690760a2162
2025-09-19T07:18:30.763+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101046,1758266310,"Audit:[timestamp=09-19-2025 07:18:30.763, user=splunk-system-user, action=artifact_deleted, sid='1758266220.22', shc_managed=0, elapsed_ms=1, notify_captain=0]",17,7690760a2162; _audit,audittrail,.763270,1,7690760a2162
2025-09-19T07:18:30.683+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101039,1758266310,"Audit:[timestamp=09-19-2025 07:18:30.683, user=n/a, action=expired_session_token, info=expired, id=05f54c4621e520afe15654b646d7a389, expiration_time=1758266253, now=1758266310]",18,7690760a2162; _audit,audittrail,.683759,1,7690760a2162
2025-09-19T07:18:12.271+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101031,1758266292,"Audit:[timestamp=09-19-2025 07:18:12.271, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",19,7690760a2162; _audit,audittrail,.271336,1,7690760a2162
2025-09-19T07:17:42.200+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:101023,1758266262,"Audit:[timestamp=09-19-2025 07:17:42.200, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",20,7690760a2162; _audit,audittrail,.200840,1,7690760a2162
2025-09-19T07:17:30.764+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100969,1758266250,"Audit:[timestamp=09-19-2025 07:17:30.764, user=splunk-system-user, action=search, info=completed, search_id='scheduler__nobody_c3BsdW5rX2FyY2hpdmVy__RMD5473cbac83d6c9db7_at_1758266220_2', has_error_warn=false, fully_completed_search=true, total_run_time=0.54, event_count=0, result_count=0, available_count=0, scan_count=0, drop_count=0, exec_time=1758266220, api_et=N/A, api_lt=1758266220.000000000, api_index_et=N/A, api_index_lt=N/A, search_et=N/A, search_lt=1758266220.000000000, is_realtime=0, savedsearch_name=""Bucket Copy Trigger"", search_type=scheduled, search_startup_time=""12"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=61440, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, app=""splunk_archiver"", provenance=""scheduler"", mode=""historical"", is_proxied=false, searched_buckets=0, eliminated_buckets=0, considered_events=0, total_slices=0, decompressed_slices=0, duration.command.search.index=0, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=0, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, search_type=scheduled, roles='admin+power+splunk-system-role+user', search='| archivebuckets', is_federated_search=0, is_fsh_remote_search=0]",21,7690760a2162; _audit,audittrail,.764885,1,7690760a2162
2025-09-19T07:17:12.134+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100961,1758266232,"Audit:[timestamp=09-19-2025 07:17:12.134, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",22,7690760a2162; _audit,audittrail,.134089,1,7690760a2162
2025-09-19T07:17:00.804+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100956,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.804, user=splunk-system-user, action=search, info=cancel, search_id='1758266220.22']",23,7690760a2162; _audit,audittrail,.804349,1,7690760a2162
2025-09-19T07:17:00.803+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100950,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.803, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22/control, cap=1]",24,7690760a2162; _audit,audittrail,.803550,1,7690760a2162
2025-09-19T07:17:00.800+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100945,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.800, user=splunk-system-user, action=search, info=finalize, search_id='1758266220.22']",25,7690760a2162; _audit,audittrail,.800928,1,7690760a2162
2025-09-19T07:17:00.800+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100939,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.800, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22/control, cap=1]",26,7690760a2162; _audit,audittrail,.800099,1,7690760a2162
2025-09-19T07:17:00.795+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100934,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.795, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22, cap=1]",27,7690760a2162; _audit,audittrail,.795070,1,7690760a2162
2025-09-19T07:17:00.765+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100880,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.765, user=splunk-system-user, action=search, info=completed, search_id='1758266220.22', has_error_warn=false, fully_completed_search=true, total_run_time=0.21, event_count=0, result_count=0, available_count=0, scan_count=0, drop_count=0, exec_time=1758266220, api_et=N/A, api_lt=N/A, api_index_et=N/A, api_index_lt=N/A, search_et=N/A, search_lt=N/A, is_realtime=0, savedsearch_name="""", search_type=ad-hoc, search_startup_time=""11"", is_prjob=false, is_spl2_search=false, is_flex_search=false, scenarios="""", rate_limit_retry_enabled=false, dispatch_artifact_bytes=73728, status_csv_bytes=4096, is_fss3=false, is_fsasl=false, acceleration_id=""926AF31F-C680-49F1-94E9-CDF7F0A80625_splunk_archiver_nobody_6e52eadc9b716ad5"", app=""splunk_archiver"", provenance=""N/A"", mode=""historical"", is_proxied=false, searched_buckets=0, eliminated_buckets=0, considered_events=0, total_slices=0, decompressed_slices=0, duration.command.search.index=0, invocations.command.search.index.bucketcache.hit=0, duration.command.search.index.bucketcache.hit=0, invocations.command.search.index.bucketcache.miss=0, duration.command.search.index.bucketcache.miss=0, invocations.command.search.index.bucketcache.error=0, duration.command.search.rawdata=0, invocations.command.search.rawdata.bucketcache.hit=0, duration.command.search.rawdata.bucketcache.hit=0, invocations.command.search.rawdata.bucketcache.miss=0, duration.command.search.rawdata.bucketcache.miss=0, invocations.command.search.rawdata.bucketcache.error=0, roles='admin+power+splunk-system-role+user', search='| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""', is_federated_search=0, is_fsh_remote_search=0]",28,7690760a2162; _audit,audittrail,.765427,1,7690760a2162
2025-09-19T07:17:00.689+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100875,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.689, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22, cap=1]",29,7690760a2162; _audit,audittrail,.689063,1,7690760a2162
2025-09-19T07:17:00.684+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100870,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.684, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22, cap=1]",30,7690760a2162; _audit,audittrail,.684003,1,7690760a2162
2025-09-19T07:17:00.579+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100865,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.579, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22, cap=1]",31,7690760a2162; _audit,audittrail,.579444,1,7690760a2162
2025-09-19T07:17:00.575+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100860,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.575, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22, cap=1]",32,7690760a2162; _audit,audittrail,.575409,1,7690760a2162
2025-09-19T07:17:00.571+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100855,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.571, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22, cap=1]",33,7690760a2162; _audit,audittrail,.571440,1,7690760a2162
2025-09-19T07:17:00.566+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100850,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.566, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22, cap=1]",34,7690760a2162; _audit,audittrail,.566966,1,7690760a2162
2025-09-19T07:17:00.561+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100845,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.561, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22, cap=1]",35,7690760a2162; _audit,audittrail,.561885,1,7690760a2162
2025-09-19T07:17:00.506+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100840,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.506, user=splunk-system-user, action=search, info=granted REST: /search/jobs/1758266220.22, cap=1]",36,7690760a2162; _audit,audittrail,.506469,1,7690760a2162
2025-09-19T07:17:00.501+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100834,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.501, user=splunk-system-user, action=quota, info=granted, search_id=1758266220.22, elapsed_ms=1, cache_size=2]",37,7690760a2162; _audit,audittrail,.501852,1,7690760a2162
2025-09-19T07:17:00.500+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100816,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.500, user=splunk-system-user, action=search, info=granted , search_id='1758266220.22', search='| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""', autojoin='1', buckets=0, ttl=600, max_count=500000, maxtime=8640000, enable_lookups='1', extra_fields='', apiStartTime='ZERO_TIME', apiEndTime='ZERO_TIME', apiIndexStartTime='ZERO_TIME', apiIndexEndTime='ZERO_TIME', savedsearch_name="""", search_type=ad-hoc, is_proxied=false, app=""splunk_archiver"", provenance=""N/A"", mode=""historical"", cap=1]",38,7690760a2162; _audit,audittrail,.500786,1,7690760a2162
2025-09-19T07:17:00.499+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100811,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.499, user=splunk-system-user, action=search, info=granted REST: /search/jobs, cap=1]",39,7690760a2162; _audit,audittrail,.499614,1,7690760a2162
2025-09-19T07:17:00.297+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100803,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.297, user=splunk-system-user, action=quota, info=granted, search_id=scheduler__nobody_c3BsdW5rX2FyY2hpdmVy__RMD5473cbac83d6c9db7_at_1758266220_2, elapsed_ms=1, cache_size=2]",40,7690760a2162; _audit,audittrail,.297919,1,7690760a2162
2025-09-19T07:17:00.297+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100783,1758266220,"Audit:[timestamp=09-19-2025 07:17:00.297, user=splunk-system-user, action=search, info=granted , search_id='scheduler__nobody_c3BsdW5rX2FyY2hpdmVy__RMD5473cbac83d6c9db7_at_1758266220_2', search='| archivebuckets', autojoin='1', buckets=0, ttl=7200, max_count=500000, maxtime=8640000, enable_lookups='1', extra_fields='', apiStartTime='ZERO_TIME', apiEndTime='Fri Sep 19 07:17:00 2025', apiIndexStartTime='ZERO_TIME', apiIndexEndTime='ZERO_TIME', savedsearch_name=""Bucket Copy Trigger"", search_type=scheduled, is_proxied=false, app=""splunk_archiver"", provenance=""scheduler"", mode=""historical"", cap=1]",41,7690760a2162; _audit,audittrail,.297501,1,7690760a2162
2025-09-19T07:16:42.054+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100775,1758266202,"Audit:[timestamp=09-19-2025 07:16:42.054, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",42,7690760a2162; _audit,audittrail,.054475,1,7690760a2162
2025-09-19T07:16:11.967+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100767,1758266171,"Audit:[timestamp=09-19-2025 07:16:11.967, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",43,7690760a2162; _audit,audittrail,.967803,1,7690760a2162
2025-09-19T07:16:00.770+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100761,1758266160,"Audit:[timestamp=09-19-2025 07:16:00.770, user=splunk-system-user, action=artifact_deleted, sid='1758265531.16', shc_managed=0, elapsed_ms=1, notify_captain=0]",44,7690760a2162; _audit,audittrail,.770860,1,7690760a2162
2025-09-19T07:16:00.769+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100755,1758266160,"Audit:[timestamp=09-19-2025 07:16:00.769, user=splunk-system-user, action=artifact_deleted, sid='1758265541.18', shc_managed=0, elapsed_ms=1, notify_captain=0]",45,7690760a2162; _audit,audittrail,.769631,1,7690760a2162
2025-09-19T07:16:00.768+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100749,1758266160,"Audit:[timestamp=09-19-2025 07:16:00.768, user=splunk-system-user, action=artifact_deleted, sid='1758265538.17', shc_managed=0, elapsed_ms=1, notify_captain=0]",46,7690760a2162; _audit,audittrail,.768412,1,7690760a2162
2025-09-19T07:15:41.896+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100741,1758266141,"Audit:[timestamp=09-19-2025 07:15:41.896, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",47,7690760a2162; _audit,audittrail,.896883,1,7690760a2162
2025-09-19T07:15:11.829+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100733,1758266111,"Audit:[timestamp=09-19-2025 07:15:11.829, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",48,7690760a2162; _audit,audittrail,.829028,1,7690760a2162
2025-09-19T07:14:41.743+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100725,1758266081,"Audit:[timestamp=09-19-2025 07:14:41.743, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",49,7690760a2162; _audit,audittrail,.743238,1,7690760a2162
2025-09-19T07:14:30.692+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100718,1758266070,"Audit:[timestamp=09-19-2025 07:14:30.692, user=n/a, action=expired_session_token, info=expired, id=05f54c4621e520afe15654b646d7a389, expiration_time=1758266012, now=1758266070]",50,7690760a2162; _audit,audittrail,.692109,1,7690760a2162
2025-09-19T07:14:11.655+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100710,1758266051,"Audit:[timestamp=09-19-2025 07:14:11.655, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",51,7690760a2162; _audit,audittrail,.655652,1,7690760a2162
2025-09-19T07:13:41.581+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100702,1758266021,"Audit:[timestamp=09-19-2025 07:13:41.581, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",52,7690760a2162; _audit,audittrail,.581598,1,7690760a2162
2025-09-19T07:13:11.518+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100694,1758265991,"Audit:[timestamp=09-19-2025 07:13:11.518, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",53,7690760a2162; _audit,audittrail,.518919,1,7690760a2162
2025-09-19T07:12:41.446+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100686,1758265961,"Audit:[timestamp=09-19-2025 07:12:41.446, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",54,7690760a2162; _audit,audittrail,.446478,1,7690760a2162
2025-09-19T07:12:11.376+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100678,1758265931,"Audit:[timestamp=09-19-2025 07:12:11.376, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",55,7690760a2162; _audit,audittrail,.376142,1,7690760a2162
2025-09-19T07:11:41.300+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100670,1758265901,"Audit:[timestamp=09-19-2025 07:11:41.300, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",56,7690760a2162; _audit,audittrail,.300383,1,7690760a2162
2025-09-19T07:11:11.230+00:00,7690760a2162,audittrail,audittrail,_audit,_audit~0~926AF31F-C680-49F1-94E9-CDF7F0A80625,0:100662,1758265871,"Audit:[timestamp=09-19-2025 07:11:11.230, user=admin, action=login attempt, info=succeeded reason=user-initiated useragent=""curl/7.61.1"" clientip=127.0.0.1 method=Splunk session=05f54c4621e520afe15654b646d7a389]",57,7690760a2162; _audit,audittrail,.230171,1,7690760a2162
